referrer,views_total,views_unique
github.com,400,41
Google,84,10
DuckDuckGo,74,1
l.facebook.com,40,3
l.instagram.com,32,1
phind.com,28,2
m.facebook.com,9,3
teams.microsoft.com,3,2
yandex.ru,2,2
