url_path,views_total,views_unique
/mariasfiraiala/SO-exam,29,17
/mariasfiraiala/SO-exam/tree/master/compute,23,5
/mariasfiraiala/SO-exam/tree/master/io,10,4
/mariasfiraiala/SO-exam/tree/master/app-interact,9,3
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,8,4
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,8,4
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,8,4
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,6,3
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,6,2
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,6,2
