time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-21 00:00:00+00:00,2.0,1.0,25,3
2024-08-22 00:00:00+00:00,,,64,6
2024-08-23 00:00:00+00:00,,,12,3
2024-08-24 00:00:00+00:00,1.0,1.0,4,1
2024-08-25 00:00:00+00:00,2.0,1.0,23,3
2024-08-26 00:00:00+00:00,,,32,5
2024-08-27 00:00:00+00:00,,,94,7
2024-08-28 00:00:00+00:00,,,28,4
2024-08-29 00:00:00+00:00,,,66,4
2024-08-30 00:00:00+00:00,1.0,1.0,52,6
2024-08-31 00:00:00+00:00,,,192,6
2024-09-01 00:00:00+00:00,,,149,10
2024-09-02 00:00:00+00:00,3.0,2.0,58,8
2024-09-03 00:00:00+00:00,,,256,21
