url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,74,17
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,66,14
/mariasfiraiala/SO-exam,65,26
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,48,14
/mariasfiraiala/SO-exam/tree/master/software-stack,46,10
/mariasfiraiala/SO-exam/tree/master/compute,31,9
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,30,11
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,29,7
/mariasfiraiala/SO-exam/tree/master/data,24,10
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,24,6
