url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,343,129
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,289,108
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,266,106
/mariasfiraiala/SO-exam,247,132
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,247,110
/mariasfiraiala/SO-exam/tree/master,238,77
/mariasfiraiala/SO-exam/tree/master/software-stack,227,107
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,195,79
/mariasfiraiala/SO-exam/tree/master/data,176,87
/mariasfiraiala/SO-exam/tree/master/compute,165,89
