url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,74,16
/mariasfiraiala/SO-exam,41,30
/mariasfiraiala/SO-exam/tree/master/software-stack,36,11
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,32,13
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,24,9
/mariasfiraiala/SO-exam/tree/master/compute,22,8
/mariasfiraiala/SO-exam/tree/master/app-interact,22,6
/mariasfiraiala/SO-exam/tree/master,20,9
/mariasfiraiala/SO-exam/tree/master/data,20,6
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,18,7
