url_path,views_total,views_unique
/mariasfiraiala/SO-exam,21,15
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,18,7
/mariasfiraiala/SO-exam/tree/master,14,3
/mariasfiraiala/SO-exam/tree/master/data,14,2
/mariasfiraiala/SO-exam/tree/master/software-stack,13,4
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,10,3
/mariasfiraiala/SO-exam/tree/master/app-interact,10,3
/mariasfiraiala/SO-exam/tree/master/compute,8,3
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,6,3
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,6,3
