url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,687,114
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,665,112
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,663,115
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,508,102
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,505,96
/mariasfiraiala/SO-exam/tree/master/compute,455,94
/mariasfiraiala/SO-exam/tree/master/data,429,81
/mariasfiraiala/SO-exam/tree/master/app-interact,400,83
/mariasfiraiala/SO-exam/tree/master/software-stack,387,86
/mariasfiraiala/SO-exam/tree/master/io,367,77
