time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-23 00:00:00+00:00,8,3,1,1
2026-07-24 00:00:00+00:00,14,5,2,1
2026-07-25 00:00:00+00:00,2,2,1,1
2026-07-26 00:00:00+00:00,1,1,4,2
2026-07-27 00:00:00+00:00,30,8,0,0
2026-07-28 00:00:00+00:00,20,7,0,0
2026-07-29 00:00:00+00:00,6,6,11,2
2026-07-30 00:00:00+00:00,3,3,2,1
2026-07-31 00:00:00+00:00,21,8,4,1
2026-08-01 00:00:00+00:00,26,8,1,1
2026-08-02 00:00:00+00:00,1,1,19,4
2026-08-03 00:00:00+00:00,1,1,2,2
2026-08-04 00:00:00+00:00,13,6,2,2
2026-08-05 00:00:00+00:00,10,5,1,1
