url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,26,12
/mariasfiraiala/SO-exam,24,16
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,15,5
/mariasfiraiala/SO-exam/tree/master/software-stack,9,6
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,6,4
/mariasfiraiala/SO-exam/tree/master,6,3
/mariasfiraiala/SO-exam/tree/master/app-interact,5,4
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,5,3
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,4,3
/mariasfiraiala/SO-exam/tree/master/compute,4,3
