time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-31 00:00:00+00:00,5,5,99,16
2025-11-01 00:00:00+00:00,4,4,68,13
2025-11-02 00:00:00+00:00,1,1,68,12
2025-11-03 00:00:00+00:00,18,8,610,149
2025-11-04 00:00:00+00:00,2,2,492,127
2025-11-05 00:00:00+00:00,5,3,251,66
2025-11-06 00:00:00+00:00,15,8,425,127
2025-11-07 00:00:00+00:00,5,5,140,66
2025-11-08 00:00:00+00:00,17,7,7,7
2025-11-09 00:00:00+00:00,4,4,41,15
2025-11-10 00:00:00+00:00,23,7,104,37
2025-11-11 00:00:00+00:00,11,5,39,17
2025-11-12 00:00:00+00:00,3,3,40,10
2025-11-13 00:00:00+00:00,2,1,53,12
