url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,57,12
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,54,11
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,52,10
/mariasfiraiala/SO-exam,42,22
/mariasfiraiala/SO-exam/tree/master/data,29,10
/mariasfiraiala/SO-exam/tree/master/compute,29,6
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,24,8
/mariasfiraiala/SO-exam/tree/master/software-stack,20,8
/mariasfiraiala/SO-exam/tree/master/extra,15,6
/mariasfiraiala/SO-exam/tree/master/app-interact,15,3
