url_path,views_total,views_unique
/mariasfiraiala/SO-exam,30,19
/mariasfiraiala/SO-exam/tree/master/data,27,8
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,24,10
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,19,8
/mariasfiraiala/SO-exam/tree/master,14,5
/mariasfiraiala/SO-exam/tree/master/software-stack,12,4
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,10,5
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,6,3
/mariasfiraiala/SO-exam/tree/master/compute,4,2
/mariasfiraiala/SO-exam/tree/master/io,3,1
