url_path,views_total,views_unique
/mariasfiraiala/SO-exam,13,7
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,11,3
/mariasfiraiala/SO-exam/tree/master/compute,9,2
/mariasfiraiala/SO-exam/tree/master/data,9,2
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,8,2
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,8,2
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,8,2
/mariasfiraiala/SO-exam/tree/master/io,7,2
/mariasfiraiala/SO-exam/tree/master/software-stack,7,2
/mariasfiraiala/SO-exam/tree/master/app-interact,5,1
