time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-04 00:00:00+00:00,1.0,1.0,78,15
2025-02-05 00:00:00+00:00,6.0,3.0,412,48
2025-02-06 00:00:00+00:00,1.0,1.0,553,50
2025-02-07 00:00:00+00:00,4.0,2.0,481,69
2025-02-08 00:00:00+00:00,4.0,2.0,532,63
2025-02-09 00:00:00+00:00,5.0,3.0,1131,84
2025-02-10 00:00:00+00:00,5.0,3.0,893,86
2025-02-11 00:00:00+00:00,1.0,1.0,192,28
2025-02-12 00:00:00+00:00,2.0,2.0,2,1
2025-02-13 00:00:00+00:00,1.0,1.0,9,4
2025-02-14 00:00:00+00:00,2.0,2.0,3,3
2025-02-15 00:00:00+00:00,6.0,2.0,19,6
2025-02-16 00:00:00+00:00,5.0,2.0,1,1
2025-02-17 00:00:00+00:00,,,1,1
