time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,11,7,5,3
2026-03-03 00:00:00+00:00,8,4,3,2
2026-03-04 00:00:00+00:00,14,6,11,5
2026-03-05 00:00:00+00:00,9,5,2,2
2026-03-06 00:00:00+00:00,15,7,10,3
2026-03-07 00:00:00+00:00,13,5,2,2
2026-03-08 00:00:00+00:00,13,5,5,4
2026-03-09 00:00:00+00:00,7,3,18,2
2026-03-10 00:00:00+00:00,12,8,2,2
2026-03-11 00:00:00+00:00,14,6,5,5
2026-03-12 00:00:00+00:00,2,2,10,4
2026-03-13 00:00:00+00:00,15,7,8,3
2026-03-14 00:00:00+00:00,5,5,4,4
2026-03-15 00:00:00+00:00,13,5,14,3
