time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-14 00:00:00+00:00,4,3,3298,194
2023-06-15 00:00:00+00:00,3,2,1897,163
2023-06-16 00:00:00+00:00,3,2,2056,135
2023-06-17 00:00:00+00:00,4,3,2159,166
2023-06-18 00:00:00+00:00,8,6,639,76
2023-06-19 00:00:00+00:00,11,5,33,7
2023-06-20 00:00:00+00:00,4,3,27,9
2023-06-21 00:00:00+00:00,4,3,6,5
2023-06-22 00:00:00+00:00,5,3,3,2
2023-06-23 00:00:00+00:00,3,2,7,2
2023-06-24 00:00:00+00:00,3,2,5,4
2023-06-25 00:00:00+00:00,3,2,1,1
2023-06-26 00:00:00+00:00,5,4,11,7
