time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-05 00:00:00+00:00,2,2,8.0,5.0
2023-03-06 00:00:00+00:00,3,3,55.0,8.0
2023-03-07 00:00:00+00:00,1,1,2.0,2.0
2023-03-08 00:00:00+00:00,1,1,9.0,3.0
2023-03-09 00:00:00+00:00,2,2,,
2023-03-10 00:00:00+00:00,3,3,23.0,4.0
2023-03-11 00:00:00+00:00,1,1,1.0,1.0
2023-03-12 00:00:00+00:00,2,2,,
2023-03-13 00:00:00+00:00,2,2,18.0,2.0
2023-03-14 00:00:00+00:00,3,3,8.0,1.0
2023-03-15 00:00:00+00:00,2,2,1.0,1.0
2023-03-16 00:00:00+00:00,1,1,8.0,3.0
2023-03-17 00:00:00+00:00,3,3,8.0,4.0
2023-03-18 00:00:00+00:00,1,1,3.0,2.0
