time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,17,9,4,4
2026-04-03 00:00:00+00:00,10,6,1,1
2026-04-04 00:00:00+00:00,16,8,4,4
2026-04-05 00:00:00+00:00,15,7,4,3
2026-04-06 00:00:00+00:00,9,5,1,1
2026-04-07 00:00:00+00:00,8,4,1,1
2026-04-08 00:00:00+00:00,14,6,2,2
2026-04-09 00:00:00+00:00,1,1,1,1
2026-04-10 00:00:00+00:00,5,5,5,3
2026-04-11 00:00:00+00:00,6,6,1,1
2026-04-12 00:00:00+00:00,10,6,6,4
2026-04-13 00:00:00+00:00,27,10,5,2
2026-04-14 00:00:00+00:00,14,5,6,4
2026-04-15 00:00:00+00:00,16,7,15,3
