url_path,views_total,views_unique
/mariasfiraiala/SO-exam,105,62
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,56,26
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,46,23
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,44,25
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,37,22
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,34,17
/mariasfiraiala/SO-exam/tree/master/io,26,17
/mariasfiraiala/SO-exam/tree/master/software-stack,25,19
/mariasfiraiala/SO-exam/tree/master/app-interact,25,17
/mariasfiraiala/SO-exam/tree/master/data,24,15
